lead_id,lead_date,campaign_name,channel,lead_source,age,age_group,gender,status,touchpoints,cost_per_lead,revenue,days_to_conversion,product_purchased,season,month,year,quarter,year_quarter,month_short,touchpoint_band
L5688,2023-01-30,Back_to_School,Google Search,Direct,48,45-54,Female,Nurturing,10,67.77,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L5689,2024-12-18,Black_Friday,Google Search,Referral,28,25-34,Male,Qualified,9,72.14,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L5690,2023-03-23,Spring_Promo,Instagram,Organic,27,25-34,Male,Converted,9,47.71,1495.43,12,Social Media Manager,Spring,March,2023,Q1,2023Q1,Mar,7–9
L5691,2024-01-28,Spring_Promo,Google Search,Referral,22,18-24,Female,Converted,12,75.53,3630.8,27,Digital Ads Package,Winter,January,2024,Q1,2024Q1,Jan,10–12
L5692,2023-08-29,Year_End_Push,Facebook,Paid Ads,21,18-24,Female,Converted,8,43.93,1131.33,17,Social Media Manager,Summer,August,2023,Q3,2023Q3,Aug,7–9
L5693,2024-02-07,Spring_Promo,Google Search,Organic,38,35-44,Female,Qualified,8,59.23,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5694,2024-07-10,Spring_Promo,Email,Paid Ads,52,45-54,Male,Qualified,1,14.36,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L5695,2024-06-29,Black_Friday,Instagram,Referral,58,55+,Male,Nurturing,12,49.4,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L5696,2024-10-15,Black_Friday,Instagram,Referral,50,45-54,Female,Qualified,7,52.4,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5697,2023-08-19,Year_End_Push,Facebook,Direct,51,45-54,Female,New Lead,4,58.11,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L5698,2023-03-27,Black_Friday,YouTube,Referral,44,35-44,Male,Lost,1,61.67,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L5699,2024-02-16,Year_End_Push,Email,Referral,49,45-54,Female,Converted,4,18.29,3969.11,69,Digital Ads Package,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5700,2024-09-18,Summer_Blast,TikTok,Referral,25,25-34,Female,New Lead,3,44.36,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5701,2024-04-24,Summer_Blast,Instagram,Organic,21,18-24,Female,Qualified,5,41.99,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L5702,2023-04-02,Back_to_School,YouTube,Direct,26,25-34,Female,Converted,4,63.97,2880.52,44,Digital Ads Package,Spring,April,2023,Q2,2023Q2,Apr,4–6
L5703,2023-12-24,Spring_Promo,YouTube,Paid Ads,32,25-34,Male,New Lead,2,55.14,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L5704,2023-02-24,Spring_Promo,TikTok,Paid Ads,49,45-54,Male,Nurturing,12,43.66,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,10–12
L5705,2023-06-20,New_Year_Launch,YouTube,Direct,55,55+,Female,New Lead,9,60.44,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L5706,2023-11-23,Spring_Promo,YouTube,Paid Ads,42,35-44,Male,Qualified,8,58.63,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L5707,2024-02-19,Black_Friday,Instagram,Paid Ads,22,18-24,Male,New Lead,1,45.33,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L5708,2023-05-12,Summer_Blast,Google Search,Direct,51,45-54,Female,Lost,3,59.7,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L5709,2024-04-07,Spring_Promo,YouTube,Direct,33,25-34,Female,New Lead,7,60.3,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L5710,2023-11-11,Back_to_School,YouTube,Direct,62,55+,Female,Nurturing,8,47.02,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L5711,2023-07-16,Year_End_Push,Facebook,Direct,60,55+,Female,Nurturing,5,54.72,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,4–6
L5712,2024-07-05,Black_Friday,Facebook,Direct,32,25-34,Female,Lost,10,53.66,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L5713,2024-01-31,Spring_Promo,YouTube,Referral,27,25-34,Male,Qualified,12,45.68,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L5714,2023-01-18,Spring_Promo,YouTube,Organic,45,45-54,Female,Qualified,6,62.64,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L5715,2024-01-25,Year_End_Push,Facebook,Organic,23,18-24,Male,Nurturing,11,56.57,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L5716,2024-05-18,New_Year_Launch,TikTok,Organic,34,25-34,Female,Qualified,12,31.02,0.0,0,,Spring,May,2024,Q2,2024Q2,May,10–12
L5717,2024-10-19,Back_to_School,YouTube,Organic,20,18-24,Male,Nurturing,12,57.17,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,10–12
L5718,2024-11-30,Spring_Promo,Email,Referral,25,25-34,Female,Qualified,11,28.33,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L5719,2024-02-23,Back_to_School,Email,Organic,34,25-34,Male,Converted,11,19.95,4227.53,25,Digital Ads Package,Winter,February,2024,Q1,2024Q1,Feb,10–12
L5720,2023-10-08,Back_to_School,Instagram,Paid Ads,41,35-44,Male,Lost,4,51.31,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,4–6
L5721,2024-06-18,New_Year_Launch,Google Search,Organic,38,35-44,Female,Lost,10,67.98,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L5722,2024-12-21,New_Year_Launch,TikTok,Referral,47,45-54,Male,Qualified,7,36.49,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L5723,2024-02-21,Summer_Blast,Google Search,Referral,59,55+,Male,New Lead,5,63.72,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5724,2024-05-09,New_Year_Launch,Google Search,Paid Ads,27,25-34,Female,Qualified,12,58.48,0.0,0,,Spring,May,2024,Q2,2024Q2,May,10–12
L5725,2023-02-11,Year_End_Push,Google Search,Paid Ads,19,18-24,Female,Converted,6,69.13,1691.66,20,SEO Pro,Winter,February,2023,Q1,2023Q1,Feb,4–6
L5726,2023-07-11,Spring_Promo,TikTok,Paid Ads,51,45-54,Female,Converted,2,34.75,1087.86,72,SEO Pro,Summer,July,2023,Q3,2023Q3,Jul,1–3
L5727,2024-09-29,Back_to_School,Facebook,Organic,30,25-34,Male,Converted,12,50.85,1635.39,60,SEO Pro,Fall,September,2024,Q3,2024Q3,Sep,10–12
L5728,2023-12-06,Year_End_Push,Facebook,Direct,31,25-34,Male,Nurturing,2,60.8,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L5729,2023-09-11,Spring_Promo,Google Search,Referral,19,18-24,Female,Nurturing,11,65.43,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L5730,2023-12-01,Spring_Promo,Facebook,Direct,40,35-44,Male,Converted,1,42.14,2095.01,57,Social Media Manager,Winter,December,2023,Q4,2023Q4,Dec,1–3
L5731,2024-06-14,Back_to_School,Google Search,Direct,53,45-54,Male,Nurturing,4,63.96,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5732,2024-07-02,Black_Friday,TikTok,Direct,20,18-24,Female,New Lead,4,43.46,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L5733,2023-10-21,Back_to_School,TikTok,Paid Ads,58,55+,Female,Qualified,9,44.52,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,7–9
L5734,2023-11-13,Back_to_School,YouTube,Paid Ads,21,18-24,Male,Converted,7,47.16,3650.75,46,Social Media Manager,Fall,November,2023,Q4,2023Q4,Nov,7–9
L5735,2024-11-02,New_Year_Launch,Instagram,Organic,38,35-44,Male,Converted,11,37.18,949.18,87,SEO Pro,Fall,November,2024,Q4,2024Q4,Nov,10–12
L5736,2023-10-16,Back_to_School,Email,Paid Ads,25,25-34,Male,Nurturing,12,23.2,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L5737,2024-03-29,Spring_Promo,Google Search,Direct,26,25-34,Female,New Lead,12,77.59,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L5738,2024-09-08,Summer_Blast,YouTube,Referral,49,45-54,Female,Converted,10,45.09,932.5,58,Social Media Manager,Fall,September,2024,Q3,2024Q3,Sep,10–12
L5739,2023-07-16,Year_End_Push,Facebook,Organic,60,55+,Male,New Lead,9,42.58,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L5740,2023-04-10,Black_Friday,YouTube,Organic,65,55+,Female,Qualified,7,57.1,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L5741,2023-11-26,Black_Friday,TikTok,Paid Ads,23,18-24,Female,Nurturing,7,30.53,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L5742,2023-06-22,Year_End_Push,Google Search,Paid Ads,65,55+,Female,New Lead,7,62.76,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L5743,2024-01-09,Spring_Promo,Google Search,Organic,26,25-34,Male,Nurturing,1,69.59,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L5744,2023-07-19,Spring_Promo,YouTube,Paid Ads,22,18-24,Female,New Lead,3,54.12,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L5745,2024-11-02,New_Year_Launch,YouTube,Direct,56,55+,Male,New Lead,3,61.94,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,1–3
L5746,2024-07-09,Spring_Promo,Google Search,Organic,22,18-24,Male,Lost,7,59.25,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L5747,2024-02-05,Black_Friday,TikTok,Direct,29,25-34,Male,Lost,6,31.35,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5748,2023-03-02,Year_End_Push,YouTube,Organic,37,35-44,Female,Lost,11,53.91,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L5749,2023-06-08,New_Year_Launch,Email,Paid Ads,28,25-34,Female,Nurturing,7,25.24,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L5750,2024-02-04,Year_End_Push,TikTok,Referral,70,55+,Female,New Lead,10,32.0,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L5751,2024-09-16,Year_End_Push,Facebook,Referral,62,55+,Male,New Lead,12,44.82,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,10–12
L5752,2023-06-02,Black_Friday,Facebook,Referral,43,35-44,Male,Converted,11,59.84,1494.79,52,Brand Analytics Suite,Summer,June,2023,Q2,2023Q2,Jun,10–12
L5753,2024-07-22,Back_to_School,Instagram,Organic,45,45-54,Male,Qualified,4,44.76,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L5754,2024-09-07,Back_to_School,Google Search,Organic,64,55+,Male,Converted,1,71.38,4913.18,87,CRM Integration,Fall,September,2024,Q3,2024Q3,Sep,1–3
L5755,2024-10-29,New_Year_Launch,Google Search,Referral,46,45-54,Female,Converted,8,58.84,3181.09,66,CRM Integration,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5756,2024-09-22,Spring_Promo,Facebook,Organic,37,35-44,Female,Nurturing,8,61.17,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L5757,2023-10-04,Year_End_Push,Email,Referral,41,35-44,Male,Converted,1,23.74,4287.5,74,Brand Analytics Suite,Fall,October,2023,Q4,2023Q4,Oct,1–3
L5758,2023-01-23,Back_to_School,Email,Direct,55,55+,Female,Converted,8,31.6,3455.54,3,Digital Ads Package,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5759,2023-10-20,Year_End_Push,Instagram,Organic,50,45-54,Female,Lost,11,52.28,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L5760,2023-05-12,New_Year_Launch,YouTube,Paid Ads,40,35-44,Female,Lost,12,51.6,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L5761,2023-01-14,Black_Friday,Instagram,Referral,59,55+,Male,Converted,6,35.03,3625.53,72,Digital Ads Package,Winter,January,2023,Q1,2023Q1,Jan,4–6
L5762,2024-09-27,New_Year_Launch,TikTok,Referral,49,45-54,Female,New Lead,11,40.91,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,10–12
L5763,2024-12-10,Back_to_School,Instagram,Paid Ads,21,18-24,Male,New Lead,11,35.8,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L5764,2024-01-04,Black_Friday,YouTube,Referral,42,35-44,Male,New Lead,8,61.18,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L5765,2024-01-31,Black_Friday,Email,Direct,43,35-44,Male,Qualified,1,16.86,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L5766,2023-01-31,New_Year_Launch,Google Search,Paid Ads,35,35-44,Male,Nurturing,2,76.89,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,1–3
L5767,2024-10-04,New_Year_Launch,TikTok,Referral,53,45-54,Male,Nurturing,2,43.41,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L5768,2023-07-19,New_Year_Launch,TikTok,Organic,42,35-44,Female,New Lead,10,28.31,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L5769,2024-10-30,Black_Friday,TikTok,Paid Ads,52,45-54,Female,Lost,9,43.02,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L5770,2023-05-23,New_Year_Launch,Google Search,Referral,43,35-44,Female,Qualified,7,64.64,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L5771,2024-03-12,Spring_Promo,Email,Referral,53,45-54,Male,Converted,5,27.24,4935.93,65,SEO Pro,Spring,March,2024,Q1,2024Q1,Mar,4–6
L5772,2023-02-22,Spring_Promo,Facebook,Direct,50,45-54,Female,Qualified,6,43.08,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L5773,2023-09-02,Back_to_School,YouTube,Referral,49,45-54,Female,Converted,10,50.71,2793.72,18,CRM Integration,Fall,September,2023,Q3,2023Q3,Sep,10–12
L5774,2024-12-06,Back_to_School,Google Search,Organic,38,35-44,Male,Converted,6,71.98,658.52,86,SEO Pro,Winter,December,2024,Q4,2024Q4,Dec,4–6
L5775,2024-10-26,Year_End_Push,Instagram,Direct,53,45-54,Male,Lost,2,37.12,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L5776,2024-03-27,Summer_Blast,Google Search,Organic,66,55+,Female,Nurturing,6,75.11,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,4–6
L5777,2023-04-16,Summer_Blast,Facebook,Paid Ads,59,55+,Female,Nurturing,4,55.3,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,4–6
L5778,2023-03-24,Black_Friday,Email,Direct,23,18-24,Female,Converted,2,22.4,3712.23,49,SEO Pro,Spring,March,2023,Q1,2023Q1,Mar,1–3
L5779,2024-07-12,Spring_Promo,TikTok,Direct,44,35-44,Male,Converted,1,40.47,4397.31,67,Social Media Manager,Summer,July,2024,Q3,2024Q3,Jul,1–3
L5780,2024-08-10,Summer_Blast,Instagram,Referral,49,45-54,Female,Converted,8,50.39,1638.02,78,Brand Analytics Suite,Summer,August,2024,Q3,2024Q3,Aug,7–9
L5781,2023-03-25,New_Year_Launch,YouTube,Paid Ads,46,45-54,Female,Nurturing,12,52.82,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L5782,2024-11-21,New_Year_Launch,Google Search,Referral,48,45-54,Male,Qualified,5,59.12,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L5783,2024-12-11,Summer_Blast,Google Search,Referral,65,55+,Male,Converted,10,66.94,3812.25,82,Digital Ads Package,Winter,December,2024,Q4,2024Q4,Dec,10–12
L5784,2024-12-14,Spring_Promo,TikTok,Direct,18,18-24,Male,Qualified,5,44.92,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,4–6
L5785,2024-03-28,Year_End_Push,Facebook,Referral,66,55+,Male,Qualified,6,50.47,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,4–6
L5786,2024-06-14,Summer_Blast,Google Search,Organic,26,25-34,Male,New Lead,4,62.84,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5787,2023-08-30,Spring_Promo,Email,Referral,40,35-44,Male,New Lead,5,27.3,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L5788,2023-07-05,New_Year_Launch,TikTok,Referral,32,25-34,Male,Nurturing,6,33.78,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,4–6
L5789,2023-08-01,New_Year_Launch,Google Search,Paid Ads,22,18-24,Male,Nurturing,5,64.66,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L5790,2023-02-26,Summer_Blast,Google Search,Paid Ads,69,55+,Female,Nurturing,2,61.08,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,1–3
L5791,2023-01-03,Spring_Promo,TikTok,Organic,21,18-24,Male,Lost,8,43.62,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L5792,2024-03-01,Summer_Blast,Facebook,Paid Ads,41,35-44,Male,Qualified,11,42.04,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L5793,2024-12-28,Black_Friday,YouTube,Referral,34,25-34,Female,Qualified,3,53.07,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L5794,2023-04-01,Summer_Blast,TikTok,Referral,23,18-24,Male,New Lead,11,33.38,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,10–12
L5795,2024-11-15,Summer_Blast,Instagram,Direct,40,35-44,Male,Nurturing,9,42.63,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L5796,2024-02-02,Year_End_Push,YouTube,Referral,38,35-44,Female,Qualified,3,46.03,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L5797,2023-09-20,Summer_Blast,YouTube,Direct,35,35-44,Female,Converted,6,45.71,4674.2,47,Brand Analytics Suite,Fall,September,2023,Q3,2023Q3,Sep,4–6
L5798,2023-09-30,Year_End_Push,Instagram,Paid Ads,22,18-24,Male,New Lead,9,42.31,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L5799,2024-06-02,Summer_Blast,Facebook,Paid Ads,51,45-54,Male,Qualified,6,51.84,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5800,2024-06-05,Back_to_School,Facebook,Referral,26,25-34,Male,Nurturing,9,49.41,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,7–9
L5801,2024-03-25,Year_End_Push,Facebook,Paid Ads,56,55+,Male,Nurturing,7,47.94,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,7–9
L5802,2023-08-02,Black_Friday,YouTube,Referral,44,35-44,Male,Converted,4,61.51,4583.48,1,SEO Pro,Summer,August,2023,Q3,2023Q3,Aug,4–6
L5803,2023-10-23,Spring_Promo,YouTube,Direct,52,45-54,Female,Nurturing,5,45.2,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,4–6
L5804,2024-02-27,Back_to_School,Instagram,Direct,20,18-24,Female,New Lead,7,48.59,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5805,2024-07-01,New_Year_Launch,Email,Organic,70,55+,Male,Qualified,10,30.67,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L5806,2023-09-16,Back_to_School,TikTok,Paid Ads,31,25-34,Male,New Lead,1,32.8,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L5807,2024-07-31,Spring_Promo,Email,Organic,24,18-24,Male,Converted,2,21.39,3825.45,32,SEO Pro,Summer,July,2024,Q3,2024Q3,Jul,1–3
L5808,2023-04-04,New_Year_Launch,Email,Organic,43,35-44,Female,Converted,12,28.9,1161.43,7,Brand Analytics Suite,Spring,April,2023,Q2,2023Q2,Apr,10–12
L5809,2024-02-26,Summer_Blast,TikTok,Paid Ads,20,18-24,Male,New Lead,2,41.59,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L5810,2023-05-30,Back_to_School,YouTube,Referral,27,25-34,Male,Qualified,10,50.22,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L5811,2023-05-15,Summer_Blast,TikTok,Organic,35,35-44,Male,Qualified,1,43.48,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L5812,2024-09-10,Black_Friday,TikTok,Paid Ads,23,18-24,Male,Nurturing,11,31.43,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,10–12
L5813,2024-08-23,Back_to_School,YouTube,Paid Ads,36,35-44,Male,New Lead,10,61.72,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L5814,2024-01-25,Year_End_Push,TikTok,Paid Ads,41,35-44,Male,Qualified,8,30.33,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L5815,2024-01-20,Black_Friday,Facebook,Referral,69,55+,Female,Converted,9,47.72,3891.28,77,SEO Pro,Winter,January,2024,Q1,2024Q1,Jan,7–9
L5816,2023-07-13,Back_to_School,Google Search,Organic,25,25-34,Male,New Lead,8,58.01,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L5817,2024-05-11,Black_Friday,TikTok,Paid Ads,50,45-54,Female,New Lead,2,46.97,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L5818,2023-07-22,Black_Friday,YouTube,Paid Ads,47,45-54,Female,New Lead,10,53.59,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L5819,2024-04-10,New_Year_Launch,Email,Direct,37,35-44,Female,Nurturing,12,15.91,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L5820,2023-06-20,Spring_Promo,Email,Paid Ads,27,25-34,Male,Qualified,3,23.88,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L5821,2023-03-26,Year_End_Push,TikTok,Paid Ads,65,55+,Male,Converted,6,31.94,1294.71,21,Brand Analytics Suite,Spring,March,2023,Q1,2023Q1,Mar,4–6
L5822,2024-08-17,New_Year_Launch,TikTok,Direct,45,45-54,Male,New Lead,5,45.24,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,4–6
L5823,2023-06-14,Summer_Blast,Facebook,Organic,39,35-44,Female,Qualified,3,45.71,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L5824,2024-10-22,Year_End_Push,Google Search,Organic,45,45-54,Female,Converted,10,69.35,3678.04,90,Social Media Manager,Fall,October,2024,Q4,2024Q4,Oct,10–12
L5825,2024-04-15,Summer_Blast,TikTok,Paid Ads,48,45-54,Female,Nurturing,6,33.57,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L5826,2024-04-02,Summer_Blast,YouTube,Paid Ads,55,55+,Female,Converted,10,55.17,2143.45,80,Digital Ads Package,Spring,April,2024,Q2,2024Q2,Apr,10–12
L5827,2024-01-06,Back_to_School,Instagram,Referral,33,25-34,Male,Nurturing,1,46.41,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L5828,2024-12-15,Summer_Blast,Google Search,Paid Ads,35,35-44,Female,New Lead,1,71.62,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L5829,2024-09-09,Spring_Promo,Email,Direct,24,18-24,Female,Nurturing,9,28.27,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L5830,2024-10-07,Back_to_School,YouTube,Direct,54,45-54,Male,Nurturing,3,60.06,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L5831,2024-10-23,New_Year_Launch,Email,Paid Ads,35,35-44,Female,Qualified,6,19.62,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L5832,2024-11-07,Black_Friday,TikTok,Paid Ads,63,55+,Male,Converted,3,28.01,1998.23,17,Social Media Manager,Fall,November,2024,Q4,2024Q4,Nov,1–3
L5833,2024-02-25,Back_to_School,YouTube,Organic,18,18-24,Male,Qualified,5,48.56,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5834,2024-10-22,Black_Friday,YouTube,Direct,54,45-54,Female,Nurturing,11,55.15,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,10–12
L5835,2024-05-10,Year_End_Push,YouTube,Referral,21,18-24,Female,Nurturing,4,45.71,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L5836,2023-06-09,Summer_Blast,Facebook,Referral,29,25-34,Male,Lost,6,42.47,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,4–6
L5837,2023-11-02,Back_to_School,Google Search,Organic,28,25-34,Female,Lost,12,75.37,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L5838,2023-05-03,New_Year_Launch,Facebook,Paid Ads,20,18-24,Female,Qualified,2,42.86,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L5839,2024-01-09,Year_End_Push,TikTok,Organic,60,55+,Male,Lost,2,32.82,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L5840,2023-10-16,Back_to_School,TikTok,Direct,35,35-44,Female,Nurturing,8,36.76,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,7–9
L5841,2024-06-02,Back_to_School,YouTube,Direct,45,45-54,Female,Qualified,4,53.27,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L5842,2023-03-12,New_Year_Launch,Google Search,Organic,19,18-24,Female,New Lead,2,72.66,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L5843,2024-10-17,Back_to_School,Email,Organic,36,35-44,Male,Qualified,3,17.95,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L5844,2023-01-21,New_Year_Launch,Google Search,Referral,57,55+,Male,Nurturing,5,58.51,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L5845,2023-03-15,New_Year_Launch,Google Search,Paid Ads,22,18-24,Male,New Lead,5,72.64,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,4–6
L5846,2024-02-29,Spring_Promo,Facebook,Paid Ads,21,18-24,Male,Converted,5,47.78,885.19,10,Digital Ads Package,Winter,February,2024,Q1,2024Q1,Feb,4–6
L5847,2023-12-23,Spring_Promo,YouTube,Paid Ads,38,35-44,Male,New Lead,1,52.41,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L5848,2024-02-01,Year_End_Push,YouTube,Direct,42,35-44,Female,Qualified,7,53.31,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L5849,2023-12-20,Back_to_School,Facebook,Organic,21,18-24,Male,Nurturing,6,60.74,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L5850,2024-04-13,Back_to_School,Facebook,Organic,67,55+,Male,Converted,11,51.48,1202.37,44,Brand Analytics Suite,Spring,April,2024,Q2,2024Q2,Apr,10–12
L5851,2024-12-27,Spring_Promo,Facebook,Organic,21,18-24,Male,New Lead,12,50.69,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L5852,2023-04-25,Year_End_Push,TikTok,Referral,41,35-44,Female,New Lead,2,28.72,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
